# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (-1, 0, 0), generated 2026-09-08.
# 2263 points.
10.940213|7.002727|7.8604|#FFAA70|0.12|gaia-3864972938605115520|Wolf 359
11.055397|35.948653|8.317|#FFC590|0.268|gaia-762815470562110464|HD 95735
11.795846|0.79912|10.9915|#FFB882|0.12|gaia-3796072592206250624|Ross 128
8.496673|26.773286|11.6764|#FFA76D|0.12|gaia-703790044252850688|G 51-15
7.456975|5.209383|12.2635|#FFBC86|0.177|gaia-3139847906307949696|BD+05 1668
10.188862|49.451989|15.8838|#FFCF9F|0.421|gaia-823773494718931968|HD 88230
11.089471|43.530949|15.9817|#FFC793|0.272|gaia-778947814402602752|BD+44 2051
11.090139|43.525908|16.0143|#FFAE75|0.12|gaia-778947608243864320|BD+44 2051B
10.326588|19.86981|16.1774|#FFBF8A|0.252|gaia-625453654702751872|V* AD Leo
8.970579|19.762579|16.6014|#FFAC72|0.12|gaia-660597997697274752|G 9-38B
8.970613|19.76296|16.7971|#FFAF76|0.12|gaia-660597997696173440|G 9-38A
6.001065|2.706374|16.9927|#FFBA84|0.129|gaia-3316364602541746048|G 99-49
11.795961|78.693297|17.1232|#FFBD87|0.158|gaia-1129149723913123456|G 254-29
6.913342|33.266408|18.1995|#FFBF8A|0.221|gaia-939072613334579328|HD 265866
7.744389|3.550484|19.5368|#FFB982|0.169|gaia-3136952686035250688|V* YZ CMi
7.16701|38.525269|19.7325|#FFB780|0.152|gaia-946632924007399936|V* QY Aur
9.238904|52.68408|20.6457|#FFCC9B|0.387|gaia-1022456139210632064|HD 79210
9.239421|52.683429|20.6457|#FFCC9A|0.381|gaia-1022456104850892928|HD 79211
9.006376|21.832063|20.7435|#FFA76D|0.12|gaia-685103912857072640|LP 368-128
11.001045|22.831702|22.0156|#FFC18C|0.244|gaia-3988987164339438208|Ross 104
8.199646|8.750402|22.0808|#FFB982|0.12|gaia-3098328182579892096|Ross 619
10.847531|6.804489|22.7331|#FFBB84|0.148|gaia-3864615459886222464|Wolf 358
10.481919|0.837747|22.9614|#FFC38F|0.274|gaia-3855208897392952192|BD+01 2447
6.127352|24.497694|23.6137|#FFA96F|0.12|gaia-3426333598021539840|2MASS J06073908+2429574
6.019673|59.593063|25.2119|#FFBC85|0.156|gaia-999747822484300800|G 192-13
6.991623|19.344874|25.2771|#FFB077|0.12|gaia-3365063724883180288|G 109-35
11.848678|48.3731|26.223|#FFB780|0.12|gaia-786834302080370304|G 122-49
6.411646|23.430779|27.6907|#FFB983|0.12|gaia-3377365057060447616|Ross 64
11.851939|35.27314|28.6039|#FFC691|0.297|gaia-4031586157514097024|BD+36 2219
7.970281|41.300643|28.8648|#FFBC85|0.159|gaia-922225002820369152|G 111-47
8.268772|1.302843|28.8975|#FFC38E|0.277|gaia-3089711447388931584|G 113-20
7.065811|52.697727|29.4519|#FFB67F|0.12|gaia-981548637301374336|G 193-27
11.33254|65.847298|29.5824|#FFCA97|0.328|gaia-1057318835428596096|V* SZ UMa
6.875148|47.176957|29.7128|#FFA970|0.12|gaia-954697944875755136|2MASS J06523073+4710348
11.88449|37.692827|29.9085|#FFEBD1|0.509|gaia-4034171629042489088|HD 103095
6.172288|82.100816|30.8544|#FFC28D|0.262|gaia-1143321672882274560|G 222-11
8.688773|59.491659|30.9849|#FFB078|0.12|gaia-1040827088726734976|G 234-45
6.041474|49.861821|31.0827|#FFB47C|0.12|gaia-970354749937140736|G 192-15
9.898549|20.948079|31.1479|#FFB67F|0.12|gaia-628080246633611520|G 42-24
11.684167|34.19994|31.2458|#FFEFDC|0.6|gaia-4025850731201819392|* 61 UMa
10.829086|35.54287|31.735|#FFB983|0.12|gaia-750586216906847104|G 119-36
11.703378|26.702954|31.8981|#FFC18C|0.259|gaia-4017860992519744384|Ross 905
9.512216|0.320223|32.3221|#FFBE88|0.191|gaia-3840711729206827520|G 48-20
6.619429|17.566316|32.6156|#FFCA97|0.317|gaia-3359074685047632640|HD 260655
10.209473|57.061238|32.7461|#FFBE88|0.191|gaia-1045525233191254784|G 195-59
10.693309|37.609284|32.7787|#FFB982|0.12|gaia-751975660302006784|G 146-58
9.008817|46.584089|32.8766|#FFB780|0.12|gaia-1010729194865571456|G 115-42
9.265037|53.418311|33.4963|#EEEEFF|0.12|gaia-1022780838739029120|EGGR 250
9.143698|50.533523|33.9855|#FFB27A|0.12|gaia-1016186483391641216|2MASS J09083803+5032088
11.325303|46.69261|34.1486|#FFAF76|0.12|gaia-788357434914248448|LP 169-22
9.935545|62.785869|34.3117|#FFCA98|0.375|gaia-1051547052218220160|BD+63 869
7.127138|48.685735|34.6052|#FFBB84|0.12|gaia-978338677527779200|G 107-48
8.421954|21.262974|35.2249|#FFC08A|0.12|gaia-664214600677732864|2MASSI J0825196+211552
6.901509|60.867338|35.5837|#FFC08A|0.245|gaia-1003752587430126464|G 250-29
7.977796|32.788522|35.5837|#FFBB84|0.12|gaia-881250430700478080|2MASS J07584037+3247245
11.845141|1.763518|35.8772|#FFF3E6|0.749|gaia-3796442680948579328|* bet Vir
11.6955|42.751574|35.975|#FFBC86|0.202|gaia-772430527947893632|Ross 1003
7.010231|31.95463|36.6274|#FFA165|0.12|gaia-890663968222557440|2MASS J07003664+3157266
8.671178|31.452426|36.6274|#FFBD87|0.174|gaia-709563717249089792|LSPM J0840+3127
9.594041|35.808981|36.66|#FFEED9|0.619|gaia-798068905726303232|* 11 LMi
9.594181|35.809997|36.66|#FFBD86|0.159|gaia-798068940086479104|* 11 LMi B
7.511793|48.193954|36.7578|#FFB983|0.12|gaia-975968718869126144|G 107-69
6.966017|62.31958|37.3775|#D8D4C8|0.12|gaia-1099288637370627072|G 250-31B
6.966064|62.31972|37.4754|#FFB57E|0.12|gaia-1099288633074163328|G 250-31A
11.902216|9.802773|37.5732|#FFBD87|0.137|gaia-3912369208386557440|Ross 119
9.68601|13.208926|37.6384|#FFC490|0.298|gaia-614543647497149056|Ross 85
8.922357|70.792951|37.7689|#FFCD9B|0.388|gaia-1118916397395366656|HD 75632A
8.92237|70.79208|37.8015|#FFCF9F|0.404|gaia-1118916397393675648|HD 75632B
8.938748|12.662731|37.9972|#FFB67F|0.12|gaia-605079910398496640|G 41-8
6.041857|39.180691|38.0298|#FF9F63|0.12|gaia-3457493517036545280|LSR J0602+3910
7.573964|62.941|38.5191|#FFC894|0.285|gaia-1088813933689615872|G 234-5
9.709095|70.032674|38.6821|#FFC28D|0.292|gaia-1071194431653425280|G 236-1
9.713786|70.038231|38.6821|#FFBF89|0.253|gaia-1071195187567668480|G 236-2
11.184246|30.443893|38.7474|#FFC590|0.332|gaia-732856080807636224|HD 97101B
11.184973|30.445141|38.7474|#FFD1A1|0.434|gaia-732857558276385664|HD 97101
7.272148|27.141646|38.9105|#FFC08B|0.281|gaia-883439489632629120|BD+27 1348
11.04403|21.966909|38.9431|#FFC996|0.352|gaia-3988689609004982912|V* DS Leo
7.5326|36.21795|39.0409|#D8D4C8|0.12|gaia-898506097466756352|V* VV Lyn B
7.532493|36.228665|39.1061|#FFBC86|0.222|gaia-898506166187633280|Ross 989
7.532606|36.218377|39.1061|#FFC18B|0.292|gaia-898506093171335424|V* VV Lyn A
8.430765|69.027964|40.0846|#FFB077|0.12|gaia-1097353325107339776|LP 35-347
9.04817|68.06446|40.0846|#FFBC86|0.161|gaia-1117132130541140736|G 234-53
9.348712|45.647599|40.1825|#FFC691|0.12|gaia-818808375085298944|2MASS J09205549+4539058
9.684051|22.022373|40.2477|#FFB881|0.12|gaia-640862653425455360|Ross 92
8.501809|48.476428|40.5086|#FFC08A|0.12|gaia-930822015518055808|2MASS J08300825+4828482
7.33268|84.076902|40.7695|#FFC28D|0.2|gaia-1149727977380998784|PM J07199+8404
8.877855|28.315252|40.9326|#FFB982|0.139|gaia-704966762213039488|* rho01 Cnc B
8.876451|28.329783|41.0631|#FFEBD0|0.597|gaia-704967037090946688|* rho01 Cnc
10.589434|69.446794|41.5197|#FFBE88|0.216|gaia-1073206263054159104|G 236-34
11.482068|10.180049|41.6502|#FFBD87|0.169|gaia-3915363693944966528|Wolf 398
7.589352|54.849773|41.7154|#FFC38E|0.247|gaia-985610542491481984|MCC 499
9.498413|5.655614|41.7154|#FFE1BD|0.511|gaia-3852570413083923072|HD 82106
10.506934|55.998984|42.1394|#FFD2A3|0.421|gaia-853820948481913472|* 36 UMa B
10.510345|55.980394|42.2046|#FCF3EF|0.684|gaia-853819947756949120|* 36 UMa
8.596291|68.066703|42.4003|#FFC08B|0.232|gaia-1094235934764378112|G 234-37
7.930897|83.382044|42.6939|#FFBA84|0.142|gaia-1148885991992198016|G 253-6
7.969095|7.283595|42.7591|#FFB982|0.12|gaia-3144499458967932672|G 50-12
10.158117|51.285121|42.9222|#FFBB85|0.12|gaia-848178083009862656|G 195-57
10.867502|13.998469|43.2157|#FFBD87|0.165|gaia-3873066031380105216|G 44-42
7.056415|34.698233|43.281|#FFBA84|0.143|gaia-939599584345993984|LP 255-11
11.197643|33.536971|43.5419|#FFBD87|0.192|gaia-758200712885953280|V* CW UMa
8.674658|18.400429|44.1616|#FFA96F|0.12|gaia-659464504288593536|V* AZ Cnc
9.547169|51.674906|44.1616|#FFF3E5|0.814|gaia-1018776176872261248|* tet UMa
9.532238|36.317899|44.2594|#FFC996|0.327|gaia-798914636327665536|BD+36 1970
8.966022|57.145892|44.8139|#FFBD87|0.12|gaia-1037131492704550656|2MASS J08575849+5708514
10.755954|38.512437|45.2053|#FFCB99|0.386|gaia-776067089642433664|BD+39 2376A
10.99098|40.430501|45.3031|#FFF4E8|0.681|gaia-777254360337133312|* 47 UMa
10.870418|5.919129|45.4336|#FFB57E|0.12|gaia-3864228496219589120|G 44-43
10.265074|17.490881|45.5967|#FFBC86|0.164|gaia-622339455521105280|LSPM J1015+1729
7.30219|39.274288|45.7271|#FFC895|0.324|gaia-948039989652369408|Ross 987
7.787178|50.344381|46.0207|#FFBB85|0.151|gaia-982389862479141376|RX J0747.2+5020
8.606252|67.295242|46.1837|#FFCB99|0.395|gaia-1093918828739878528|BD+67 552
9.731923|26.968553|46.8687|#FFBE89|0.226|gaia-646818024623804416|Ross 93
8.999917|72.959933|46.9665|#FFB881|0.12|gaia-1123681096674583552|G 252-25
8.653232|65.021297|47.097|#FFF4E7|0.638|gaia-1092545710514654464|* pi.01 UMa
6.818259|37.106958|47.1296|#FFBB84|0.12|gaia-943688191349024000|VB 16
11.252657|73.477215|47.1622|#FFC28C|0.246|gaia-1078773262224027648|HD 97584B
11.252886|73.475705|47.1622|#FFDFB8|0.499|gaia-1078773262224027520|HD 97584
6.436141|18.756209|47.6841|#FFE2BE|0.565|gaia-3372159045216183552|HD 45088
8.525655|73.06393|47.8145|#FFBC86|0.167|gaia-1123140411831352064|G 252-13
7.80501|20.363716|47.945|#FFC691|0.253|gaia-672091364541849344|Wolf 1421
11.403273|21.359804|47.945|#F1EFFF|0.12|gaia-3978879594463300992|Ross 627
8.986598|48.040872|47.9776|#F4F1FE|0.824|gaia-1014058103758571520|* iot UMa A
10.19484|28.763238|48.0428|#FFD0A0|0.12|gaia-740483560857296768|LP 315-42
6.436116|18.756661|48.1081|#D8D4C8|0.265|gaia-3372159045217009920|HD 45088B
6.233811|51.66847|48.2385|#FFBE88|0.167|gaia-971499272821709440|G 192-22
7.864406|5.547392|48.2385|#FFB67F|0.12|gaia-3143635723866162432|G 50-6
11.022446|3.002995|48.4995|#FFBA83|0.12|gaia-3814642931282607104|G 45-27
11.898059|6.994985|48.5647|#FFA66C|0.12|gaia-3899128064731508736|LP 553-59
10.016665|31.921762|48.6951|#FFF2E3|0.667|gaia-746545172372256384|* 20 LMi
10.013765|31.927318|48.7278|#FFAB72|0.12|gaia-746545859566712832|* 20 LMi B
10.039095|48.082247|48.793|#FFC995|0.354|gaia-823228721067307392|BD+48 1829
8.228482|79.301371|48.8908|#FFB67F|0.12|gaia-1138963758544545280|G 251-58
10.811763|1.198477|48.9887|#FFA064|0.12|gaia-3808159454810609280|LSPM J1048+0111
9.982308|5.966341|49.0539|#FFB780|0.12|gaia-3850237416912716928|LP 549-6
9.354454|73.109191|49.0865|#FFB780|0.12|gaia-1120741689776617600|G 252-33
7.656356|2.182573|49.1518|#FFCB99|0.384|gaia-3135225421986581504|BD+02 1729
7.576998|31.869063|49.1844|#FFCA98|0.43|gaia-892348454394856064|V* YY Gem
6.703719|3.590787|49.3801|#FFBB85|0.143|gaia-3127574019351694848|G 108-22
6.703122|3.580135|49.4453|#FFBF8A|0.231|gaia-3127503620545728128|G 108-21
11.055846|13.632847|49.5432|#FFBB85|0.173|gaia-3968118399284369280|LP 491-51
7.271637|33.150948|49.8041|#FFB780|0.12|gaia-890284258753196544|G 87-32
10.600143|5.120787|49.8041|#FFBC86|0.196|gaia-3858896247076028288|V* RY Sex
8.714575|9.550374|50.3912|#FFC18C|0.247|gaia-598180646733241216|BD+10 1857C
8.712437|9.553885|50.4238|#FFCB98|0.384|gaia-598180818531935232|BD+10 1857A
8.712455|9.554204|50.4564|#D8D4C8|0.15|gaia-598180818531355776|BD+10 1857B
8.138282|58.51901|50.6195|#FFBF8A|0.185|gaia-1083242222939300480|LP 89-101
9.296123|58.417419|50.7825|#FFB57E|0.12|gaia-1038195201485531776|G 195-22
7.571546|0.983243|50.9456|#FFC18C|0.238|gaia-3134682194522547968|G 112-27
10.855155|56.217672|51.0109|#FFA266|0.12|gaia-851053031037729408|2MASS J10511900+5613086
