# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (-3, 0, 2), generated 2026-09-08.
# 460 points.
8.987213|4.062426|289.3659|#FFC894|0.12|gaia-578651258639460480|2MASS J08591408+0403457
9.040268|4.16758|290.377|#FFBD87|0.12|gaia-578618475156335360|2MASS J09022502+0410037
9.015717|6.525959|291.4207|#FFB881|0.139|gaia-583692141495915648|Gaia DR3 583692141495915648
9.041125|9.457312|291.4533|#FFBC86|0.189|gaia-591411365957517056|Gaia DR3 591411365957517056
9.047883|1.093086|291.7143|#FFBD86|0.139|gaia-576634715660726912|Gaia DR3 576634715660726912
8.939023|9.32329|292.4644|#FFB881|0.125|gaia-597455175218094080|Gaia DR3 597455175218094080
9.031908|1.569527|292.5297|#FFF1E2|0.612|gaia-576732645208799488|BD+02 2128
8.89529|4.484159|293.9321|#FFB881|0.12|gaia-581654089319151872|2MASS J08534303+0429038
8.895268|4.484581|294.03|#FFB37B|0.12|gaia-581654093614412416|Gaia DR3 581654093614412416
9.067039|11.219711|294.8454|#FFC692|0.309|gaia-604117287968787712|LSPM J0904+1113
9.04788|1.092217|294.9106|#FFC48F|0.275|gaia-576634715659167488|Gaia DR3 576634715659167488
9.051674|2.056812|295.3672|#FBF3F0|0.763|gaia-577318680610752384|HD 77519
8.909365|11.110879|295.4977|#FFB37B|0.12|gaia-604622749784793856|Gaia DR3 604622749784793856
9.06143|12.534547|295.4977|#FFC28C|0.249|gaia-604556027467870336|Gaia DR3 604556027467870336
9.047513|8.226206|295.5955|#FFCF9F|0.4|gaia-585074292036179456|Gaia DR3 585074292036179456
9.071913|5.136404|296.1174|#FFCE9D|0.402|gaia-580331656004060544|Gaia DR3 580331656004060544
8.899496|8.419603|296.1826|#FBF3F0|0.743|gaia-596915826109406720|HD 76037B
9.015306|9.050974|296.1826|#FBF3EF|0.682|gaia-585387176108816768|HD 77133
8.991273|3.005966|296.7697|#FFB27B|0.12|gaia-578232585227318528|Gaia DR3 578232585227318528
8.899375|8.421649|296.8349|#FBF3F0|0.789|gaia-596915830404034944|HD 76037A
9.099046|11.857166|297.2263|#FFB982|0.12|gaia-604179925771705344|Gaia DR3 604179925771705344
9.039743|6.19329|297.7808|#FFB77F|0.12|gaia-583480726025604864|LP 546-34
8.953142|0.673653|297.9112|#FFE0BA|0.495|gaia-576743880843785088|TYC 213-507-1
8.928528|14.83635|298.3352|#D8D4C8|0.272|gaia-609006678738336512|Gaia DR3 609006678738336512
8.82298|6.636034|299.3137|#FFB780|0.12|gaia-583135268920907008|LP 546-11
8.987758|17.988787|299.4442|#FFC08B|0.255|gaia-612058064023677440|2MASS J08591598+1759197
9.146808|9.921232|299.8029|#FFB37B|0.12|gaia-591358692478650880|Gaia DR3 591358692478650880
8.807334|5.834877|300.0965|#FFDDB3|0.487|gaia-582790438881960960|Gaia DR3 582790438881960960
8.928503|14.836443|300.0965|#FFC48F|0.297|gaia-609006678738849280|Gaia DR3 609006678738849280
9.08674|3.300468|300.1943|#FFBA84|0.14|gaia-577572981330304256|Gaia DR3 577572981330304256
9.086048|11.400711|300.4553|#F4F1FF|0.12|gaia-604127802048700032|SDSS J090509.79+112403.1
9.215406|1.773879|300.4553|#FFB983|0.12|gaia-3843731164230057088|Gaia DR3 3843731164230057088
9.048069|6.036441|300.5205|#FFC792|0.321|gaia-583462893321389824|LSPM J0902+0602
8.802841|2.450286|300.8793|#FFBE88|0.16|gaia-3078965233054793856|Gaia DR3 3078965233054793856
9.007714|12.763447|301.0097|#FFBD87|0.159|gaia-605279196881130880|Gaia DR3 605279196881130880
9.195288|0.333138|301.1728|#FFC692|0.318|gaia-3843274351508687360|Gaia DR3 3843274351508687360
8.82346|1.771812|301.5316|#FFBC86|0.26|gaia-3075872719163218048|UCAC4 459-043685
8.964763|4.427251|301.6946|#FFCB98|0.37|gaia-581678592107882368|UCAC4 473-042567
9.183018|4.572082|301.7599|#FFBD87|0.171|gaia-579268187741262976|Gaia DR3 579268187741262976
8.834305|8.297592|301.9882|#FFE6C7|0.542|gaia-596945895174570112|BD+08 2128B
8.872923|5.41514|302.2165|#FFB57E|0.12|gaia-582044244148809728|Gaia DR3 582044244148809728
8.942521|12.43184|302.347|#FFF4E8|0.737|gaia-604880516542363136|HD 76446
8.807132|9.339692|302.4122|#FFDFB8|0.12|gaia-597276569002126464|Gaia DR3 597276569002126464
8.809945|7.26425|302.4448|#FFEFDB|0.591|gaia-596728466750774016|LSPM J0848+0715
9.140601|3.197366|302.6079|#FFC38E|0.315|gaia-579001143855551744|UCAC4 466-042550
8.823467|1.77263|302.771|#FFF0DF|0.12|gaia-3075872714870432512|Gaia DR3 3075872714870432512
8.866481|0.194287|302.8036|#FFD9AD|0.464|gaia-3074660816831724288|LP 606-56
9.059334|0.645582|303.0645|#FFBB85|0.141|gaia-3843213603491042432|Gaia DR3 3843213603491042432
9.084664|13.398199|303.1624|#FFB179|0.12|gaia-606865856583989888|Gaia DR3 606865856583989888
9.002222|10.53687|303.195|#FFB780|0.12|gaia-603614463262350208|Gaia DR3 603614463262350208
8.952413|13.913386|303.2928|#FFC692|0.316|gaia-608690118173131136|UCAC4 520-048728
9.06307|0.624765|303.2928|#FFC591|0.32|gaia-3843210682913279616|Gaia DR3 3843210682913279616
8.928211|13.066751|303.5537|#FFC18C|0.246|gaia-605525075168926976|Gaia DR3 605525075168926976
9.087062|15.400016|303.7821|#FFB881|0.168|gaia-607408882184518528|Gaia DR3 607408882184518528
8.936512|13.883335|303.9777|#FFBD87|0.194|gaia-608598966082830336|Gaia DR3 608598966082830336
9.070013|15.882934|304.2387|#FFDBB1|0.485|gaia-610446661013644288|TYC 1401-1472-1
8.85102|6.265295|304.3039|#FFCC9A|0.389|gaia-582920421771952384|LSPM J0851+0615
9.002328|16.342361|304.4344|#FFDCB3|0.468|gaia-610718549623453440|Gaia DR3 610718549623453440
8.773641|2.323771|304.5322|#FFE9CC|0.55|gaia-3078968394151458048|TYC 216-1173-1
9.211351|9.002141|304.6627|#FFDCB2|0.423|gaia-590455336306006016|Gaia DR3 590455336306006016
9.158011|1.800064|304.7279|#FFC08A|0.207|gaia-3843773357988750848|Gaia DR3 3843773357988750848
8.913983|5.957294|304.7605|#FFE7CA|0.12|gaia-583590604173244672|Gaia DR3 583590604173244672
9.140676|12.668774|304.7931|#FFC08A|0.188|gaia-606015732232972032|Gaia DR3 606015732232972032
8.88155|10.57851|304.8258|#FFDFB7|0.471|gaia-598592993657632512|TYC 814-1520-1
8.975809|5.72503|305.3476|#B9CCFF|0.128|gaia-583533124626862464|GALEX J085832.9+054329
9.052428|17.573529|305.9347|#FBF3F0|0.698|gaia-611315790595622656|HD 77457
8.878467|2.660908|305.9999|#FFC38E|0.316|gaia-577984920232695424|Gaia DR3 577984920232695424
9.110904|1.46868|305.9999|#F5F1FD|0.12|gaia-577035178410047616|GALEX J090639.3+012807
9.221129|0.993498|306.0325|#FFB27A|0.12|gaia-3843426182897306624|2MASS J09131605+0059367
8.878471|2.660566|306.0978|#D8D4C8|0.306|gaia-577984920233301504|Gaia DR3 577984920233301504
9.052487|17.574459|306.3587|#FFD1A1|0.258|gaia-611315786300838272|HD 77457B
9.255091|6.025657|306.6848|#D8D4C8|0.562|gaia-580604815923515776|BD+06 2135B
8.834259|8.29703|306.7175|#FFEFDA|0.631|gaia-596945895175086592|BD+08 2128A
9.059336|0.647435|307.2719|#FFB47D|0.12|gaia-3843213599195763584|Gaia DR3 3843213599195763584
9.077948|3.225723|307.2719|#FFE0BA|0.495|gaia-577570644868103040|LSPM J0904+0313
9.136212|13.920753|307.435|#FFB882|0.12|gaia-607002165961715072|Gaia DR3 607002165961715072
9.039233|6.104722|307.859|#FFAF77|0.12|gaia-583467222648431616|2MASS J09022125+0606174
9.13409|9.679073|307.9569|#FFCA97|0.365|gaia-591348144038991744|Gaia DR3 591348144038991744
9.030744|15.258736|307.9895|#FFB77F|0.12|gaia-610302453191757056|Gaia DR3 610302453191757056
9.062016|16.220751|308.0547|#FFD8AD|0.458|gaia-610877463413351296|Gaia DR3 610877463413351296
8.760621|7.115572|308.0873|#FFE7C8|0.583|gaia-595213305368746240|LSPM J0845+0706W
8.976029|9.015633|308.1199|#FFBB84|0.172|gaia-585424078467784064|LSPM J0858+0900
8.700785|1.534549|308.1852|#FFD1A2|0.438|gaia-3078797351373830016|UCAC4 458-044978
9.244265|8.436931|308.3156|#FFC995|0.35|gaia-590172044554782336|Gaia DR3 590172044554782336
8.962906|0.334306|308.3482|#FFC894|0.367|gaia-3074531727294171520|Gaia DR3 3074531727294171520
9.222498|7.723654|308.8049|#FFBF89|0.174|gaia-590017185213936768|Gaia DR3 590017185213936768
9.073532|15.352868|309.131|#FFBA83|0.13|gaia-607386685793542272|Gaia DR3 607386685793542272
9.08694|15.142898|309.1962|#FFB881|0.12|gaia-607365657633657216|Gaia DR3 607365657633657216
9.062049|16.221723|309.2615|#FFC38E|0.281|gaia-610877463413351168|Gaia DR3 610877463413351168
9.058689|14.013644|309.3267|#BBCDFF|0.126|gaia-606956776747174016|PG 0900+142
9.073605|15.353723|309.3593|#FFB881|0.12|gaia-607386681498736256|Gaia DR3 607386681498736256
9.001033|10.208096|309.3919|#FFCA97|0.369|gaia-603541006436603776|Gaia DR3 603541006436603776
9.248457|2.657832|309.3919|#FFAC73|0.12|gaia-3845347304588499840|Gaia DR3 3845347304588499840
