# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (-3, 0, -2), generated 2026-09-08.
# 1629 points.
13.76363|4.876224|226.8418|#FFB67F|0.12|gaia-3714126192453589760|Gaia DR3 3714126192453589760
13.830422|5.977378|227.4288|#FFBE88|0.172|gaia-3720313354834304896|Gaia DR3 3720313354834304896
13.790406|2.420726|228.6356|#FFE2BF|0.12|gaia-3665039835858823808|Gaia DR3 3665039835858823808
13.763826|7.274164|228.7661|#FFF1E1|0.608|gaia-3721444477421422720|HD 119877
13.828895|1.183779|229.2553|#FFBE88|0.292|gaia-3663994857431123456|Gaia DR3 3663994857431123456
13.76357|4.876682|229.2879|#FFC591|0.312|gaia-3714126196746417024|UCAC4 475-051665
13.771623|5.906735|229.7446|#FFB881|0.12|gaia-3715092323869816064|Gaia DR3 3715092323869816064
13.747693|5.333302|230.0381|#FFAE75|0.12|gaia-3714292802822662528|2MASS J13445167+0519594
13.856251|8.556324|230.4295|#FFBE88|0.183|gaia-3722009111002206208|Gaia DR3 3722009111002206208
13.946873|1.758497|232.3864|#FFCB99|0.368|gaia-3664320102418913664|UCAC4 459-052167
13.823124|2.037396|233.3649|#FFB078|0.12|gaia-3664964759830649216|Gaia DR3 3664964759830649216
13.76073|5.633771|233.8215|#FFA76C|0.12|gaia-3714307478725429888|2MASS J13453866+0538065
13.714941|6.352721|233.9194|#FFCE9D|0.362|gaia-3715364899673752192|Gaia DR3 3715364899673752192
13.902666|1.343811|233.952|#FFE2BF|0.12|gaia-3663919296071216000|SDSS J135409.62+012038.7
13.754325|11.848016|234.0498|#FFAF76|0.12|gaia-3728176198711330304|2MASS J13451586+1150504
13.916786|13.36835|234.7021|#FFB57E|0.12|gaia-3728668440614421504|Gaia DR3 3728668440614421504
13.91492|1.900241|235.648|#FFE0B9|0.51|gaia-3664527433375822336|TYC 309-130-1
13.777647|1.700851|235.6806|#FFC08B|0.229|gaia-3664838354648324352|UCAC4 459-051897
14.038718|8.497639|236.0068|#FFC692|0.308|gaia-3722570102450481280|Gaia DR3 3722570102450481280
13.832195|5.668614|236.2024|#FFB077|0.12|gaia-3720269202569877120|Gaia DR3 3720269202569877120
13.902079|1.395109|236.3003|#FFB881|0.12|gaia-3663922972563232896|Gaia DR3 3663922972563232896
14.025061|8.315216|236.6591|#FFC995|0.334|gaia-3722560653522225408|LSPM J1401+0818
14.06998|4.048037|236.7895|#FFB27A|0.12|gaia-3670885428082443776|2MASS J14041205+0402542
13.796511|12.995095|236.8548|#D8D4C8|0.12|gaia-3728398338710789120|Gaia DR3 3728398338710789120
13.93829|14.144104|237.1157|#FFB983|0.12|gaia-1230901450524625792|Gaia DR3 1230901450524625792
13.69225|6.642941|237.2461|#FFC48F|0.269|gaia-3715435199699004672|LP 558-25
13.782742|6.027042|237.4092|#FFF3E5|0.633|gaia-3721099432633923712|HD 120050
13.837422|1.504398|237.4418|#FFB37B|0.12|gaia-3664079485466748288|Gaia DR3 3664079485466748288
13.894765|5.667446|238.6486|#FFBD87|0.214|gaia-3720090463211676160|LP 558-56
13.796499|12.994712|238.7139|#FFB47D|0.12|gaia-3728398338711274880|Gaia DR3 3728398338711274880
13.903336|6.77747|238.7791|#FFC18C|0.279|gaia-3720461303572074496|G 65-14
13.755727|7.294073|239.0726|#FFB57D|0.12|gaia-3721444236903257728|Gaia DR3 3721444236903257728
14.18387|3.438436|239.2683|#FFBB85|0.248|gaia-3667974333609345664|Gaia DR3 3667974333609345664
13.656559|5.052731|239.6597|#FFBA84|0.133|gaia-3714601460647530112|UCAC4 476-052747
13.875811|14.530846|240.1163|#FFB47D|0.12|gaia-1242993948126365696|Gaia DR3 1242993948126365696
13.977566|16.377395|240.1489|#FFB57E|0.12|gaia-1243616924542866944|Gaia DR3 1243616924542866944
14.036197|8.189626|240.3446|#FFC28C|0.227|gaia-3722543370573862144|LP 559-22
13.921073|15.954038|240.4425|#FFB27A|0.12|gaia-1243247656143921024|LP 439-70
14.02015|0.795615|240.6382|#FFD8AC|0.467|gaia-3661149252619096320|Gaia DR3 3661149252619096320
13.758713|14.510328|240.9317|#FFEACF|0.577|gaia-3741145698567010688|TYC 899-933-1
13.88074|16.361146|241.3231|#FFB982|0.12|gaia-1243474640866711808|Gaia DR3 1243474640866711808
13.875355|4.740405|241.3557|#FFB27A|0.12|gaia-3665929753083009152|2MASS J13523107+0444279
13.925657|0.189808|241.3557|#BDCEFF|0.12|gaia-3660691817127057920|PG 1352+004
14.038923|1.084175|241.3557|#FFBD87|0.193|gaia-3661187220130006400|LP 619-20
13.784826|5.925508|241.4862|#FFBB85|0.143|gaia-3714342594378634624|Gaia DR3 3714342594378634624
13.943326|13.34117|241.4862|#FFC08B|0.19|gaia-3728621402132627584|Gaia DR3 3728621402132627584
14.039265|3.343549|241.6493|#FFB780|0.12|gaia-3670750875347721088|Gaia DR3 3670750875347721088
14.155959|1.207661|241.8123|#FFF1E1|0.622|gaia-3667056000882022528|HD 123727
13.698358|9.981126|241.9428|#FFB27A|0.12|gaia-3726182479183859584|Gaia DR3 3726182479183859584
13.918621|17.123353|242.0406|#FFD9AE|0.463|gaia-1243948839616012160|LSPM J1355+1707
13.703521|2.300831|242.2363|#FFECD4|0.585|gaia-3665174324170050432|BD+03 2809
13.892102|18.49633|242.3668|#FFBF89|0.142|gaia-1245115971208594816|Gaia DR3 1245115971208594816
13.987288|9.605621|242.5299|#FFC18B|0.266|gaia-3723582821379109760|Gaia DR3 3723582821379109760
13.824594|15.798083|242.6603|#FFCE9E|1.0|gaia-1243381938292692096|* ups Boo
14.0385|7.547128|242.7582|#FFB077|0.12|gaia-3722295980457627648|Gaia DR3 3722295980457627648
13.794518|16.65182|242.8234|#FFB47C|0.12|gaia-1244237422763153280|Gaia DR3 1244237422763153280
13.78484|5.915171|242.856|#FFB881|0.155|gaia-3714342594378634240|Gaia DR3 3714342594378634240
13.779858|22.524016|243.0191|#FDF3EC|0.708|gaia-1251328585567327744|HD 120065
13.837415|1.504656|243.0517|#D8D4C8|0.12|gaia-3664079519825981056|Gaia DR3 3664079519825981056
14.114029|12.586788|243.3453|#FFC08A|0.204|gaia-1226619849166883712|LSPM J1406+1235
14.039265|3.344532|243.4757|#FFB47D|0.12|gaia-3670750875347522560|Gaia DR3 3670750875347522560
13.850359|14.632466|243.9976|#FFEFDB|0.596|gaia-3741009874520731776|TYC 906-903-1
13.902757|3.153662|243.9976|#FBF3EF|0.714|gaia-3665432468884513792|HD 121234
13.722436|9.489505|244.4868|#FFBD87|0.211|gaia-3725400898215157376|Gaia DR3 3725400898215157376
14.090203|9.921278|244.5521|#FFB27A|0.12|gaia-3723198988741657728|Gaia DR3 3723198988741657728
13.721994|9.488473|244.6825|#FFBA84|0.25|gaia-3725400795135942144|Gaia DR3 3725400795135942144
13.827923|7.284293|244.8456|#FFB078|0.12|gaia-3721347235066672384|Gaia DR3 3721347235066672384
14.043171|6.362351|244.9108|#FFD6AA|0.12|gaia-3672615917651101952|LSPM J1402+0621
13.748388|14.71083|244.9434|#FFC894|0.371|gaia-3741199123664106496|UCAC4 524-055103
14.170216|9.271764|244.9761|#FFC995|0.353|gaia-3722905762734434432|Gaia DR3 3722905762734434432
14.308987|2.889225|245.0739|#FFD8AC|0.12|gaia-3667003671000198144|2MASS J14183233+0253259
13.623478|3.964741|245.3348|#FFDEB6|0.12|gaia-3714381180364354688|Gaia DR3 3714381180364354688
13.935818|10.037735|245.5305|#FFB37C|0.12|gaia-3723849143711015296|LSPM J1356+1002
13.753056|8.382829|245.9545|#FFBD87|0.195|gaia-3724673502553972608|Gaia DR3 3724673502553972608
14.204378|2.40931|246.4111|#BBCDFF|0.956|gaia-3667302325846472320|V* CU Vir
13.798739|2.591304|246.5416|#FFBB85|0.12|gaia-3665048150915590144|SDSS J134755.52+023529.3
13.972263|10.134494|246.6068|#FBF3F1|0.724|gaia-3723807156110793728|HD 121923
13.882091|19.060232|246.933|#FFBF8A|0.274|gaia-1245220287374300416|LSPM J1352+1903
14.22318|8.382386|246.9656|#FFB27A|0.12|gaia-3674711659828121216|Gaia DR3 3674711659828121216
14.275156|1.093108|247.0961|#FFBA83|0.128|gaia-3666148044795668224|Gaia DR3 3666148044795668224
14.079497|15.67146|247.1939|#FFB67E|0.12|gaia-1231402759107372928|Gaia DR3 1231402759107372928
14.295847|3.779399|247.4222|#FDF3ED|0.12|gaia-3667872216467245312|SDSS J141745.00+034647.1
13.918929|13.21793|247.4875|#FFB078|0.12|gaia-3728640196909048192|2MASS J13550833+1313047
13.71761|3.53757|247.5201|#FFDEB6|0.946|gaia-3713442334873623936|* 84 Vir
13.808947|23.705685|247.8788|#FFB67E|0.12|gaia-1444002403309180416|LP 380-9 A
13.858128|3.406016|248.0093|#FFB57E|0.12|gaia-3665686421710736768|LP 558-51
13.71156|8.833946|248.1398|#FFC18C|0.207|gaia-3724937935100489216|Gaia DR3 3724937935100489216
13.932424|13.651766|248.1724|#FFBF89|0.279|gaia-3728680947559228672|Gaia DR3 3728680947559228672
14.183847|9.813281|248.1724|#FFEBD2|0.616|gaia-3723032825046940544|BD+10 2640
13.781867|5.711891|248.3355|#FFCB99|0.222|gaia-3714335207034894976|LP 558-40
14.119017|15.900545|248.3355|#FFBB85|0.157|gaia-1231426982722992128|Gaia DR3 1231426982722992128
13.803622|16.198247|248.4659|#FFB67E|0.12|gaia-1244161251518337536|Gaia DR3 1244161251518337536
14.0953|16.641321|248.6616|#FFC490|0.313|gaia-1233164623411895680|Gaia DR3 1233164623411895680
13.672086|7.006572|249.053|#FFB47C|0.12|gaia-3718463186002472064|Gaia DR3 3718463186002472064
13.616497|1.741754|249.1182|#FFD09F|0.42|gaia-3711572546631163008|Gaia DR3 3711572546631163008
14.23284|7.47824|249.1509|#FFBE89|0.268|gaia-3674397233862312704|Gaia DR3 3674397233862312704
13.726172|1.737379|249.1835|#FFB982|0.136|gaia-3663582540570840320|Gaia DR3 3663582540570840320
14.240775|14.97418|249.8032|#FFB882|0.12|gaia-1231813839017354368|Gaia DR3 1231813839017354368
13.686678|14.140362|249.901|#FFB178|0.12|gaia-3740775884702717056|Gaia DR3 3740775884702717056
14.205971|2.079387|249.9662|#FFCB98|0.377|gaia-3667211135100794496|LSPM J1412+0204
14.296762|3.790966|250.0641|#FFC38E|0.315|gaia-3667872353905989760|2MASS J14174828+0347288
14.180427|6.345615|250.0967|#FFBB84|0.168|gaia-3673847478048448256|Gaia DR3 3673847478048448256
14.097233|17.859346|250.2272|#FFBB85|0.147|gaia-1245405589443525120|LP 439-229
13.717573|3.537053|250.5859|#FFF1E0|0.717|gaia-3713442334873031040|* 84 Vir B
