# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (2, 0, -3), generated 2026-09-08.
# 512 points.
20.999112|9.144375|286.985|#FFBD87|0.169|gaia-1738359391395970304|Gaia DR3 1738359391395970304
20.961675|3.301759|287.7678|#FFBD87|0.181|gaia-1731366810975313152|Gaia DR3 1731366810975313152
20.976888|8.973936|289.529|#FFB27A|0.12|gaia-1738327784731375872|Gaia DR3 1738327784731375872
20.968282|8.3366|291.1598|#FFC590|0.317|gaia-1738161827194983168|Gaia DR3 1738161827194983168
20.917609|4.822674|291.4533|#FFC792|0.314|gaia-1734684518592937088|Gaia DR3 1734684518592937088
21.078285|0.884605|291.5838|#FFC38E|0.3|gaia-2690325256032371200|Gaia DR3 2690325256032371200
21.024181|8.883484|292.1057|#FFB881|0.171|gaia-1738290710573416064|Gaia DR3 1738290710573416064
20.981086|7.329402|292.497|#FFBE89|0.194|gaia-1737469306668953728|Gaia DR3 1737469306668953728
20.894732|1.910881|293.0841|#FFBB84|0.12|gaia-1730595984604717952|Gaia DR3 1730595984604717952
21.108193|0.968093|293.182|#FFCC9A|0.394|gaia-2690318899479802624|UCAC4 455-114898
21.002332|11.706203|293.9321|#FFC08B|0.222|gaia-1756945986923634688|LP 516-19
20.993609|6.951362|294.7475|#FFF0DD|0.61|gaia-1736690332743816832|BD+06 4713
21.003101|3.976279|294.9106|#FFF2E3|0.12|gaia-1731520703948128384|SDSS J210011.09+035834.0
21.058132|7.12816|295.0737|#FFC38E|0.285|gaia-1737036580122995328|Gaia DR3 1737036580122995328
21.005307|3.249224|295.6934|#FFBA83|0.12|gaia-1731190167560250880|Gaia DR3 1731190167560250880
21.093466|6.909941|295.9869|#FFB37B|0.12|gaia-1736832650780730496|Gaia DR3 1736832650780730496
21.110058|7.505132|297.1937|#FEF4EA|0.653|gaia-1737135742327804672|BD+06 4748
20.871959|1.127098|297.6503|#D8D4C8|0.12|gaia-4228511546202063744|2MASS J20521896+0107376
21.046033|5.522586|297.8134|#FFAE75|0.12|gaia-1736283513441317888|2MASS J21024571+0531222
21.054745|11.2711|297.8134|#FFD7AB|0.462|gaia-1756679664590006912|2MASS J21031722+1116162
21.037876|2.033251|298.3679|#FFB179|0.12|gaia-1730245309113585024|2MASS J21021628+0201597
21.016945|7.302448|298.8897|#FFB882|0.12|gaia-1737083648669420544|Gaia DR3 1737083648669420544
20.904808|6.899736|299.0202|#FFB67E|0.12|gaia-1737395776828291712|Gaia DR3 1737395776828291712
20.856695|8.39529|299.6072|#FFAF76|0.12|gaia-1749871522951690112|Gaia DR3 1749871522951690112
21.080391|8.83998|300.9771|#F5F1FD|0.789|gaia-1744092283677145728|HD 200690
21.042085|1.295783|301.0097|#FFB27A|0.12|gaia-1729633083001702144|Gaia DR3 1729633083001702144
20.910619|7.657625|301.3359|#FFC28D|0.274|gaia-1737716280172742528|Gaia DR3 1737716280172742528
20.797386|3.311251|301.8577|#FFAF77|0.12|gaia-1734014469334165120|2MASS J20475066+0318408
21.106659|10.643736|301.9882|#FFC48F|0.12|gaia-1744939526104835456|LSPM J2106+1038B
21.078292|0.884171|302.6405|#D8D4C8|0.12|gaia-2690325251742109056|Gaia DR3 2690325251742109056
20.881425|14.252873|302.8036|#FFE8CA|0.584|gaia-1761788407929040000|Gaia DR3 1761788407929040000
20.942197|13.04782|302.8362|#FFBC86|0.159|gaia-1758400228490402432|Gaia DR3 1758400228490402432
20.883361|0.472535|303.195|#FFBF89|0.204|gaia-4227690417175362176|2MASS J20530016+0028221
20.799023|4.788355|303.2928|#FFB780|0.12|gaia-1735201667015192192|Gaia DR3 1735201667015192192
21.097666|14.58546|303.4233|#FFB179|0.12|gaia-1760206240761503616|Gaia DR3 1760206240761503616
20.964515|2.192596|303.4885|#FFC08B|0.225|gaia-1730666044111084672|Gaia DR3 1730666044111084672
21.17142|2.749485|304.043|#FFBA83|0.136|gaia-1731659620370324992|Gaia DR3 1731659620370324992
20.960101|16.464868|304.1734|#FFEACF|0.12|gaia-1764428335348855040|Gaia DR3 1764428335348855040
20.74827|1.828289|304.3039|#FFB37B|0.12|gaia-4231745033807839616|2MASS J20445375+0149424
20.788194|0.530719|304.5648|#FFBF89|0.12|gaia-4228395405993314176|Gaia DR3 4228395405993314176
21.006395|2.135527|304.6301|#FFB67F|0.12|gaia-1729925282511696640|LSPM J2100+0208
20.841053|0.027172|304.9562|#FFC08A|0.2|gaia-4227557960384422784|Gaia DR3 4227557960384422784
20.947377|6.363648|305.1193|#DFE5FF|0.12|gaia-1736555475066523008|GALEX J205650.5+062149
21.214472|9.907354|305.1519|#FFEDD5|0.597|gaia-1743866540196219776|AG+09 2944
20.788048|2.780856|305.3802|#FFC48F|0.257|gaia-1733957947565156224|Gaia DR3 1733957947565156224
20.809951|9.466169|305.5433|#FCF3EE|0.797|gaia-1750208007869813504|HD 198227
20.824096|9.873345|305.5433|#FFE3C0|0.528|gaia-1751348167067700352|TYC 1094-2044-1
20.787519|2.784432|305.9347|#FFCC9B|0.374|gaia-1733958149428074496|Gaia DR3 1733958149428074496
21.113827|2.10013|306.0325|#FFBB84|0.224|gaia-1730062721465125248|Gaia DR3 1730062721465125248
20.947112|5.752319|306.163|#FFC38E|0.295|gaia-1736444046434887552|Gaia DR3 1736444046434887552
21.170131|0.497318|306.2608|#FFBE88|0.199|gaia-2690412461048152064|Gaia DR3 2690412461048152064
20.934145|6.46486|306.4891|#FFB179|0.12|gaia-1737302868095551360|Gaia DR3 1737302868095551360
20.939086|9.494371|306.4891|#FFBB84|0.201|gaia-1750432445680681472|Gaia DR3 1750432445680681472
21.231695|6.079322|306.5544|#FFB780|0.12|gaia-1733570812097661824|Gaia DR3 1733570812097661824
