# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (-2, -1, 3), generated 2026-09-08.
# 126 points.
7.232119|-5.679592|319.3397|#FFBA83|0.26|gaia-3059082455062759808|Gaia DR3 3059082455062759808
7.348458|-4.633038|321.7207|#FFB881|0.12|gaia-3058899970489517056|Gaia DR3 3058899970489517056
7.240461|-10.592977|322.2751|#FFB780|0.12|gaia-3047071218240591104|Gaia DR3 3047071218240591104
7.320089|-0.666938|322.5687|#FFBB85|0.147|gaia-3110212013492880128|Gaia DR3 3110212013492880128
7.257403|-8.966125|324.5256|#FFE1BC|0.513|gaia-3048280990268922752|TYC 5394-3623-1
7.345111|-4.356199|325.3736|#FFB57D|0.12|gaia-3059670934299125888|Gaia DR3 3059670934299125888
7.37821|-4.956725|325.7324|#FFBC86|0.186|gaia-3058828399155210368|Gaia DR3 3058828399155210368
7.20379|-6.224504|326.2868|#FFC08B|0.263|gaia-3052304824868772864|Gaia DR3 3052304824868772864
7.352678|-10.411727|326.3195|#FFCA98|0.337|gaia-3046962297861296512|Gaia DR3 3046962297861296512
7.302139|-12.266081|326.5804|#FFC691|0.35|gaia-3033164178556371712|Gaia DR3 3033164178556371712
7.346176|-9.139384|326.8087|#FFBF89|0.175|gaia-3048412175750168704|Gaia DR3 3048412175750168704
7.378235|-4.956537|327.2001|#D8D4C8|0.175|gaia-3058828399150561024|Gaia DR3 3058828399150561024
7.484392|-3.255502|327.3632|#FFAD74|0.12|gaia-3060641936206371200|Gaia DR3 3060641936206371200
7.469797|-8.449877|327.5915|#FFB67F|0.12|gaia-3053775593470889088|Gaia DR3 3053775593470889088
7.295583|-3.956707|328.0481|#FFC08B|0.125|gaia-3059757589558608256|Gaia DR3 3059757589558608256
7.257815|-7.778646|328.309|#FFBF89|0.202|gaia-3051799182659642112|Gaia DR3 3051799182659642112
7.326794|-9.050085|328.4069|#FFD6A9|0.465|gaia-3048427805126714880|Gaia DR3 3048427805126714880
7.244287|-2.993273|328.6678|#FFC08A|0.172|gaia-3108096484406204544|Gaia DR3 3108096484406204544
7.384837|-4.785269|328.8635|#FFBD87|0.26|gaia-3058838363479213696|Gaia DR3 3058838363479213696
7.508971|-4.654318|330.1029|#FFB780|0.12|gaia-3060198695581505920|Gaia DR3 3060198695581505920
7.20199|-2.335898|330.4616|#FFC995|0.361|gaia-3108378646574094336|Gaia DR3 3108378646574094336
7.303397|-10.376445|330.7226|#FFF0DD|0.12|gaia-3047139250518393600|Gaia DR3 3047139250518393600
7.525521|-2.831603|331.4401|#FFB67F|0.12|gaia-3060683339691133312|Gaia DR3 3060683339691133312
7.585759|-3.94958|332.3207|#FFB67F|0.12|gaia-3057364360762242304|Gaia DR3 3057364360762242304
7.217127|-6.579144|332.5817|#FFB37B|0.12|gaia-3052256029741552128|Gaia DR3 3052256029741552128
7.310984|-3.308057|332.7447|#FCF3EE|0.12|gaia-3060063833607974144|Gaia DR3 3060063833607974144
7.333583|-8.318622|333.0709|#FFB47C|0.12|gaia-3048612694883168512|Gaia DR3 3048612694883168512
7.328522|-10.393804|333.5601|#FFAE75|0.12|gaia-3047147217677875328|Gaia DR3 3047147217677875328
7.45705|-13.286513|333.8537|#FFB37B|0.12|gaia-3033513342217362560|Gaia DR3 3033513342217362560
7.325378|-4.950027|334.082|#F5F1FD|0.12|gaia-3058489405976242432|Gaia DR3 3058489405976242432
7.320109|-16.916976|334.7995|#FFAF77|0.12|gaia-3027920504523134464|Gaia DR3 3027920504523134464
7.799946|-0.576594|337.5066|#FFBA84|0.12|gaia-3085585353911138048|Gaia DR3 3085585353911138048
7.399573|-16.9023|338.6156|#FBF3F0|0.12|gaia-3027874634271026176|Gaia DR3 3027874634271026176
7.336088|-6.5617|339.1048|#FFBB84|0.223|gaia-3058005758298053504|Gaia DR3 3058005758298053504
7.165983|-10.715559|339.3331|#FFCA97|0.12|gaia-3046372886617465600|Gaia DR3 3046372886617465600
7.425282|-4.782791|339.4309|#FFB67F|0.12|gaia-3058738819014705024|Gaia DR3 3058738819014705024
7.392022|-3.114342|339.6266|#FFC08A|0.15|gaia-3061395415202110336|Gaia DR3 3061395415202110336
7.639936|-13.593379|339.9528|#D8D4C8|0.151|gaia-3030649634121468032|Gaia DR3 3030649634121468032
7.188757|-3.680962|340.1159|#FFE4C2|0.479|gaia-3107666197403734400|Gaia DR3 3107666197403734400
7.545532|-5.86166|340.2463|#FFB078|0.12|gaia-3055377715048210560|Gaia DR3 3055377715048210560
7.465421|-4.821383|340.4094|#FFEED8|0.12|gaia-3058702470708460288|Gaia DR3 3058702470708460288
7.448119|-7.979831|340.9313|#FFB178|0.12|gaia-3053858503509871872|Gaia DR3 3053858503509871872
7.555665|-13.254696|341.2574|#FFE8CC|0.12|gaia-3033372918270585600|Gaia DR3 3033372918270585600
7.657381|-14.228189|341.3879|#FFBB85|0.12|gaia-3030054008061825920|Gaia DR3 3030054008061825920
7.248415|-0.349308|342.0076|#FFAF77|0.12|gaia-3111024277707320960|Gaia DR3 3111024277707320960
7.665545|-3.041647|342.7251|#FFB47C|0.12|gaia-3057881410402294784|Gaia DR3 3057881410402294784
7.698316|-0.973891|343.0513|#FFB27A|0.12|gaia-3085398028914917248|Gaia DR3 3085398028914917248
