# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (0, 1, 0), generated 2026-09-08.
# 2186 points.
3.281148|82.092294|101.9891|#FFC996|0.356|gaia-569285000120178048|LSPM J0316+8205
1.578825|82.849446|102.2826|#FFE3BF|0.518|gaia-572305083684672768|BD+82 38
3.26651|81.378685|103.783|#FFA56B|0.12|gaia-568406902646099328|LSPM J0315+8122
0.063003|86.111584|105.8704|#FFB37B|0.12|gaia-574059045248283008|LP 2-291
0.808518|75.313106|106.1965|#FFC08B|0.264|gaia-539080041316941696|LSPM J0048+7518
4.766924|76.610443|106.2617|#FAF3F3|0.709|gaia-551998718826619648|HD 29329
1.092288|83.467136|106.6205|#FFC591|0.332|gaia-573140025326714496|1RXS J010534.7+832812
3.450483|85.534474|106.7184|#FFC38F|0.298|gaia-574384152795825280|PM J03270+8532
0.662587|82.494163|106.9793|#D8D4C8|0.263|gaia-567024713449225216|HD 3440B
0.662859|82.494108|107.175|#FDF3EC|0.718|gaia-567024713450961280|HD 3440
5.236996|81.656199|107.7295|#FFAE75|0.12|gaia-557919039185879552|LSPM J0514+8139
4.298209|85.283142|107.7621|#FFB47D|0.12|gaia-571700008691710720|LP 3-217
2.425316|69.739839|107.8273|#FFBC85|0.16|gaia-520994518148720384|UCAC4 799-007398
0.508317|85.920785|107.8599|#FFBA84|0.12|gaia-574044133121970304|2MASS J00303076+8555138
1.403406|83.577772|108.6427|#FFA266|0.12|gaia-572481658379312896|2MASS J01241358+8334352
2.017878|76.655108|109.3276|#FFBC86|0.142|gaia-559567241475804288|G 245-39
5.001571|79.80257|109.8495|#FFB37B|0.12|gaia-556394841192307328|2MASS J05000588+7948107
0.281243|81.663534|110.0452|#FFEACF|0.555|gaia-566775227390650752|HD 1165
4.549197|74.116731|110.143|#FFBB85|0.24|gaia-501985332196022144|PM J04329+7407B
4.624738|77.904284|110.3061|#FFBD87|0.17|gaia-553118777577981184|2MASS J04372969+7754143
3.713974|75.747074|110.567|#FFB780|0.12|gaia-550975829415942144|2MASS J03425042+7544503
0.525418|76.249919|110.8606|#FFB882|0.137|gaia-539934155693150208|LSPM J0031+7614
4.549317|74.116109|110.8606|#FFC48F|0.353|gaia-501985336493825792|PM J04329+7407A
