# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (-2, -4, -2), generated 2026-09-08.
# 58 points.
14.941896|-63.046004|336.8869|#D8D4C8|0.12|gaia-5874078684599120896|Gaia DR3 5874078684599120896
15.036392|-64.245599|337.8002|#FFBC86|0.12|gaia-5873171273938961536|Gaia DR3 5873171273938961536
14.891685|-64.772874|342.6599|#FFBC86|0.152|gaia-5873063319986488704|Gaia DR3 5873063319986488704
14.921349|-61.932747|343.5731|#FFAC73|0.12|gaia-5874769796393704576|Gaia DR3 5874769796393704576
14.895428|-61.639055|344.4538|#FFB780|0.12|gaia-5874788964790600064|Gaia DR3 5874788964790600064
15.418335|-62.416164|349.3135|#ECEDFF|0.12|gaia-5875096553176987136|Gaia DR3 5875096553176987136
15.210667|-64.590779|349.5418|#FEF4E9|0.12|gaia-5873268481975232256|Gaia DR3 5873268481975232256
15.587428|-58.486912|353.2926|#FFE9CD|0.12|gaia-5882136318150798464|Gaia DR3 5882136318150798464
14.59007|-59.71091|356.652|#FFB983|0.12|gaia-5878800846515415552|Gaia DR3 5878800846515415552
15.445514|-61.539691|357.0108|#FFD9AF|0.12|gaia-5875533132296282496|Gaia DR3 5875533132296282496
15.441141|-62.764283|359.2286|#FFBC86|0.12|gaia-5827032781056766848|Gaia DR3 5827032781056766848
15.247252|-59.902174|362.3924|#FFE0BA|0.12|gaia-5876709712833328768|Gaia DR3 5876709712833328768
14.838655|-63.408419|363.012|#FFBE88|0.12|gaia-5874054529694240256|Gaia DR3 5874054529694240256
15.183563|-64.401578|364.4471|#FFB983|0.12|gaia-5873285971046797312|Gaia DR3 5873285971046797312
14.908899|-60.717124|364.6754|#FFB27A|0.12|gaia-5877926253715352064|Gaia DR3 5877926253715352064
15.774164|-56.377819|365.3604|#D8D4C8|0.12|gaia-5884077196723238784|Gaia DR3 5884077196723238784
14.710438|-59.010335|365.7191|#FFBD87|0.12|gaia-5879026212023345664|Gaia DR3 5879026212023345664
14.787371|-63.499659|365.8822|#FFC18B|0.12|gaia-5874145067646737536|Gaia DR3 5874145067646737536
15.398494|-58.631677|366.0127|#FFEBD2|0.12|gaia-5882849007782301568|Gaia DR3 5882849007782301568
15.02647|-64.418466|366.3715|#FFB881|0.12|gaia-5873156808494092800|Gaia DR3 5873156808494092800
14.847789|-55.591951|366.4693|#FFBE88|0.12|gaia-5893542101967004928|Gaia DR3 5893542101967004928
14.581459|-55.857999|367.4478|#D8D4C8|0.3|gaia-5892587828959499648|Gaia DR3 5892587828959499648
15.36841|-59.125588|367.7413|#FFB37B|0.12|gaia-5876804403958993024|Gaia DR3 5876804403958993024
14.560955|-54.705994|368.8502|#FFC590|0.12|gaia-5894382266283833728|Gaia DR3 5894382266283833728
14.625016|-63.738979|369.6004|#FCF3EE|0.12|gaia-5853167450894921984|Gaia DR3 5853167450894921984
14.02439|-55.866436|369.7635|#FFBE88|0.12|gaia-5872330358041755776|Gaia DR3 5872330358041755776
15.08979|-61.972819|370.0244|#FFD3A5|0.164|gaia-5874581122721717248|Gaia DR3 5874581122721717248
14.681186|-56.307893|370.318|#FFAB71|0.12|gaia-5893254957680430720|Gaia DR3 5893254957680430720
14.294282|-59.698362|370.481|#FBF3F1|0.12|gaia-5866979137988863360|Gaia DR3 5866979137988863360
15.802054|-57.138017|370.8072|#FFCC9A|0.12|gaia-5883959445839580160|Gaia DR3 5883959445839580160
15.294055|-54.397129|371.8835|#FFC692|0.12|gaia-5887129921975753344|Gaia DR3 5887129921975753344
14.934445|-57.492498|372.4706|#FFD8AD|0.229|gaia-5880749795270931840|Gaia DR3 5880749795270931840
15.650596|-54.948994|373.0903|#FFAB72|0.12|gaia-5885140321299457024|Gaia DR3 5885140321299457024
