# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (0, -4, -2), generated 2026-09-08.
# 149 points.
18.748773|-70.855723|317.5785|#FFF2E4|0.624|gaia-6419556917185542912|CD-70 1643
18.918117|-70.299365|319.7311|#FFC38E|0.284|gaia-6421083795239221888|Gaia DR3 6421083795239221888
18.308428|-71.350454|320.2856|#FFB47C|0.12|gaia-6431291351953473536|Gaia DR3 6431291351953473536
18.381096|-71.149406|320.5139|#FFC18C|0.27|gaia-6431318667945568384|Gaia DR3 6431318667945568384
18.480327|-70.479791|320.9705|#FFB37B|0.12|gaia-6431728506607277696|Gaia DR3 6431728506607277696
18.729808|-70.606618|321.1336|#FFC590|0.327|gaia-6419748816324413440|Gaia DR3 6419748816324413440
18.202801|-71.84736|321.9816|#FFE6C8|0.54|gaia-6419173840463197824|Gaia DR3 6419173840463197824
18.981135|-70.645761|323.2862|#E7EAFF|0.12|gaia-6421016411494061824|Gaia DR3 6421016411494061824
19.709006|-68.309366|323.5797|#FEF4EA|0.696|gaia-6426930551398211584|HD 185078
18.852625|-68.062235|324.1016|#F7F2F8|0.12|gaia-6433748004524340992|Gaia DR3 6433748004524340992
19.981414|-68.762909|324.1016|#E0E6FF|0.895|gaia-6423735473686817664|HD 188164
18.770642|-68.046934|324.4277|#FFB780|0.12|gaia-6433014492833181440|Gaia DR3 6433014492833181440
19.300937|-69.289138|324.8844|#FFBA83|0.14|gaia-6421571944042037888|Gaia DR3 6421571944042037888
18.988524|-70.638381|325.4388|#FFCC99|0.378|gaia-6421016621950481152|Gaia DR3 6421016621950481152
18.652664|-69.152069|325.6998|#FFC38E|0.237|gaia-6432143679625664640|L 113-124
19.042172|-69.324091|325.9281|#FFC08A|0.222|gaia-6421340668643456128|Gaia DR3 6421340668643456128
19.233595|-68.088209|325.9607|#FFB57E|0.12|gaia-6421928838647607552|Gaia DR3 6421928838647607552
18.651192|-70.962386|326.4173|#FFCD9B|0.277|gaia-6419645771465724160|Gaia DR3 6419645771465724160
18.485802|-69.196303|326.613|#FFB179|0.12|gaia-6432838051277442560|Gaia DR3 6432838051277442560
19.634714|-69.45877|326.6456|#FFC18C|0.252|gaia-6420639626901108224|Gaia DR3 6420639626901108224
18.088174|-69.981385|327.9176|#FFB078|0.12|gaia-6432366532588639360|Gaia DR3 6432366532588639360
19.128312|-70.515917|328.1133|#FFF4E8|0.12|gaia-6420280292757129344|Gaia DR3 6420280292757129344
18.2326|-71.435133|328.4069|#FFB47C|0.12|gaia-6431205070352921216|Gaia DR3 6431205070352921216
19.685971|-67.253337|328.6352|#FFB27A|0.12|gaia-6427805900093894400|Gaia DR3 6427805900093894400
19.059914|-66.618054|328.7004|#FFBB85|0.138|gaia-6434699082084809088|Gaia DR3 6434699082084809088
20.060219|-66.024167|329.1244|#FFB47C|0.12|gaia-6427646196030284032|Gaia DR3 6427646196030284032
18.411764|-66.589201|330.005|#FFB27A|0.12|gaia-6436562475118473600|Gaia DR3 6436562475118473600
20.156805|-68.737933|330.2333|#FFE9CD|0.12|gaia-6423903389728348032|Gaia DR3 6423903389728348032
19.070325|-68.746438|330.3638|#FFC08A|0.293|gaia-6421519682881420416|Gaia DR3 6421519682881420416
19.986485|-66.61336|330.429|#FFF3E5|0.668|gaia-6427533908404316288|Gaia DR3 6427533908404316288
18.690882|-71.142444|330.4616|#FFB279|0.12|gaia-6419441227943951104|Gaia DR3 6419441227943951104
18.05444|-67.790067|330.7552|#EDEDFF|0.12|gaia-6436026806797939072|Gaia DR3 6436026806797939072
18.471133|-70.541836|330.7878|#FFB982|0.12|gaia-6431726071361497088|Gaia DR3 6431726071361497088
18.575607|-70.734227|331.114|#FFB57D|0.12|gaia-6419710951892967296|Gaia DR3 6419710951892967296
19.89458|-66.250686|331.114|#FFBB84|0.12|gaia-6428328988453595008|Gaia DR3 6428328988453595008
20.13859|-66.611458|331.2444|#FFBE88|0.12|gaia-6427372795589247104|Gaia DR3 6427372795589247104
18.260437|-63.916907|334.4734|#FFBD87|0.129|gaia-6629845319227839488|Gaia DR3 6629845319227839488
18.755632|-69.592283|336.3977|#FFCF9F|0.405|gaia-6431873337203393024|Gaia DR3 6431873337203393024
18.94738|-64.297508|337.8654|#FFEACE|0.12|gaia-6438372099458488448|Gaia DR3 6438372099458488448
20.738442|-64.80757|337.9959|#CDD9FF|0.12|gaia-6426321864335670144|Gaia DR3 6426321864335670144
19.267033|-69.874438|338.0285|#FFB27A|0.12|gaia-6420419346615367936|Gaia DR3 6420419346615367936
18.511671|-68.149564|338.1589|#FFDAB0|0.12|gaia-6433150660472104832|Gaia DR3 6433150660472104832
18.120032|-71.96078|338.5829|#FFB27A|0.12|gaia-6431153152788929536|Gaia DR3 6431153152788929536
18.845505|-66.082287|339.0722|#FFB780|0.12|gaia-6434927810568041984|Gaia DR3 6434927810568041984
20.229306|-67.889511|339.1374|#FFE3C0|0.12|gaia-6424057424433721728|Gaia DR3 6424057424433721728
18.912678|-67.773192|339.7571|#FFD4A7|0.12|gaia-6433781230396484864|Gaia DR3 6433781230396484864
19.05935|-68.412562|340.0833|#FFBD88|0.12|gaia-6433539917655361152|Gaia DR3 6433539917655361152
18.994455|-67.163132|340.3442|#D8D4C8|0.12|gaia-6433908945542054528|Gaia DR3 6433908945542054528
18.926727|-65.938006|340.6703|#FFBC86|0.12|gaia-6435015118660325120|Gaia DR3 6435015118660325120
19.730124|-68.022101|341.0617|#FFBA83|0.126|gaia-6426971714364745856|Gaia DR3 6426971714364745856
18.577426|-63.443942|341.4205|#FFD7AB|0.12|gaia-6630084566083379840|Gaia DR3 6630084566083379840
20.079309|-68.100403|341.5836|#EAECFF|0.12|gaia-6424135902076365056|Gaia DR3 6424135902076365056
20.072756|-66.365784|341.975|#FFE3C1|0.12|gaia-6427622414792471296|Gaia DR3 6427622414792471296
19.158133|-65.950429|342.0728|#D8D4C8|0.12|gaia-6435108856321459712|Gaia DR3 6435108856321459712
