# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (-1, 0, -2), generated 2026-09-08.
# 2207 points.
17.947196|6.003776|100.6845|#FFBB85|0.123|gaia-4474690825276135040|UCAC4 481-071443
17.887236|6.101728|101.1085|#F8F2F7|0.753|gaia-4473968166959087104|HD 162917
17.521254|6.10178|102.1196|#FFBC85|0.12|gaia-4390639895841608448|LP 567-47
17.552016|9.243642|102.25|#FFDAB0|0.482|gaia-4490721567368465408|RX J1733.1+0914
17.5521|9.244041|103.1306|#FFBD88|0.192|gaia-4490721563077180288|RX J1733.1+0914B
17.411634|4.379497|105.3485|#FFB57E|0.12|gaia-4389284507242221312|LP 567-29
17.572786|14.020455|105.6747|#FFBF8A|0.217|gaia-4542589203046622336|G 139-47
17.726875|15.816855|105.7073|#FFB179|0.12|gaia-4501162495423931776|2MASS J17433635+1549025
17.162907|14.148874|107.3381|#FFBC86|0.155|gaia-4544814172200480768|LP 507-4
16.780722|5.521898|107.8925|#FFC894|0.338|gaia-4434886717642361344|PM J16468+0531S
17.629254|3.396613|107.9578|#FFAA70|0.12|gaia-4377070371869033600|2MASS J17374544+0323476
16.780707|5.523122|107.9904|#FFCC9A|0.389|gaia-4434889672579861504|PM J16468+0531N
17.716797|17.028114|109.0341|#FFDCB2|0.12|gaia-4549622027311531904|LP 448-24
17.76368|10.080381|109.0667|#FFB982|0.12|gaia-4489242552431774592|Gaia DR3 4489242552431774592
16.962819|13.291978|109.5559|#FFCC9B|0.427|gaia-4449182464747984128|MCC 783
16.799766|6.448989|109.8821|#FFAD74|0.12|gaia-4441716402837700736|Gaia DR3 4441716402837700736
17.484006|22.025776|110.143|#FFBB85|0.12|gaia-4556880487684476032|LP 388-39
17.337334|9.723382|110.1756|#FFB67F|0.12|gaia-4491641824240800896|2MASS J17201436+0943221
16.971549|17.642751|110.5996|#FFBB84|0.187|gaia-4558734161209124352|PM J16582+1738
16.35603|1.421262|111.1215|#FFBD87|0.219|gaia-4408715385964294784|LP 625-3
17.82711|25.590748|111.3172|#FFBB85|0.12|gaia-4581967322939982336|LSPM J1749+2535
16.715955|2.663164|111.8716|#FFBD87|0.222|gaia-4385789640811718016|LP 565-55
17.186846|21.662302|111.9369|#FFB47C|0.12|gaia-4567938860240162048|2MASS J17111277+2139451
17.722972|14.582481|111.9695|#D7DFFF|0.12|gaia-4500646618315862144|LSPM J1743+1434S
16.578048|3.298422|112.0347|#FFCA97|0.376|gaia-4432655774190464896|V* V2352 Oph
17.722838|14.584535|112.1652|#FFBF89|0.234|gaia-4500646618315862400|LSPM J1743+1434N
16.675552|5.862083|112.2304|#FFBB85|0.196|gaia-4435808245825494400|G 138-52
17.936551|3.470802|112.687|#FFD4A6|0.442|gaia-4469615582682162816|Ross 537
17.889423|4.721608|112.8501|#FFBB84|0.175|gaia-4472967272079651712|LSPM J1753+0443
17.696885|15.032132|113.2415|#FFB67F|0.124|gaia-4500722037941674496|2MASS J17414884+1501567
16.448422|14.963618|113.7307|#FFBA84|0.227|gaia-4463908945532756992|PM J16269+1457
17.550327|2.908434|113.7307|#FFB47D|0.12|gaia-4376838310494210432|LSPM J1733+0254
17.68565|15.07543|114.0895|#FFBD87|0.255|gaia-4500735468299667072|PM J17411+1504
17.333169|24.201298|114.1547|#FFBA84|0.226|gaia-4570151696108958592|V* V475 Her
17.177048|24.533485|114.4157|#FFEAD0|0.586|gaia-4571935477627652736|HD 155456
17.699619|15.952883|114.4157|#F6F2FA|0.79|gaia-4548845321128406528|HD 160910
17.340446|9.429513|115.1984|#FFAF76|0.12|gaia-4491351724970747264|Gaia DR3 4491351724970747264
17.910327|13.236585|115.1984|#FFB57E|0.12|gaia-4496656353180429696|Gaia DR3 4496656353180429696
17.516849|16.329138|115.231|#FFA66B|0.12|gaia-4549845743568317312|2MASS J17310063+1619449
17.699647|15.952796|115.2637|#D8D4C8|0.496|gaia-4548845325427355008|HD 160910B
17.550102|26.254547|115.3289|#FFB67F|0.12|gaia-4594808965914061184|2MASS J17330050+2615147
17.340529|9.429118|115.492|#FFB982|0.143|gaia-4491351724972354048|Gaia DR3 4491351724972354048
17.227964|26.030945|115.9812|#FFC48F|0.303|gaia-4573749401233447680|LP 388-63
17.823078|10.338694|116.4704|#FFEBD2|0.583|gaia-4489634322169337856|HD 162199
16.695606|20.330959|116.8618|#FFC28D|0.268|gaia-4563950794124563840|LSPM J1641+2019
16.467234|15.564462|116.8944|#FFBF8A|0.267|gaia-4465641500980123904|G 138-33
17.6139|10.574492|116.9923|#FFF2E3|0.665|gaia-4492471268326460416|HD 159909
16.503547|8.266927|117.2206|#FFB881|0.12|gaia-4440122420219989632|LP 565-19
16.615059|14.941861|117.3511|#FFB179|0.12|gaia-4462403885912957056|Gaia DR3 4462403885912957056
17.309793|1.94407|117.3837|#FFBC86|0.205|gaia-4387171623850187264|Wolf 672 B
17.812312|11.730657|117.4489|#FFAF77|0.12|gaia-4490080032397205888|LSPM J1748+1143
16.648372|5.676341|117.5141|#E5E9FF|0.12|gaia-4435778215414219520|EGGR 328
17.812|11.715865|117.5794|#FFDEB7|0.503|gaia-4490074161179945088|BD+11 3265
16.663915|5.505851|117.8403|#FFEACE|0.569|gaia-4435581505912059904|HD 150281
17.768111|3.351842|118.0686|#FFCE9D|0.397|gaia-4472382946069723648|StKM 1-1523
17.308786|25.917431|118.1991|#FFBD87|0.224|gaia-4573601001523571072|LSPM J1718+2555
17.469827|8.665686|118.3295|#FFA469|0.12|gaia-4490357663379552256|2MASS J17281134+0839590
17.752084|3.435293|118.6231|#FFC08A|0.25|gaia-4472429232938440704|Gaia DR3 4472429232938440704
16.663873|5.50672|118.8188|#FFC691|0.257|gaia-4435581505912978688|HD 150281B
17.052851|14.510552|118.8514|#FFEFDC|0.727|gaia-4545449415043729536|HD 154160
17.641481|8.103|118.8514|#FFB881|0.12|gaia-4487392349239141248|Gaia DR3 4487392349239141248
16.927492|25.562077|119.0145|#D6DFFF|0.12|gaia-1306197930941817984|LP 387-21
17.052922|14.511031|119.1123|#FFDCB3|0.237|gaia-4545449415040827008|HD 154160B
16.836342|25.452931|119.1775|#FFBA84|0.12|gaia-1306328429227724032|2MASS J16501096+2527090
16.866815|23.853789|119.2428|#FFCD9C|0.369|gaia-4566542068153691904|G 169-30
17.785598|28.98535|119.2754|#FFE3C0|0.12|gaia-4596322473734130304|LSPM J1747+2859
16.19405|8.343352|119.5037|#FFB67E|0.12|gaia-4451429729075372672|LP 564-46
16.956186|27.141991|119.6015|#FFC18B|0.265|gaia-1306932576508707712|PM J16573+2708A
16.755215|21.417953|119.6342|#FFB67E|0.12|gaia-4565621227164694016|Gaia DR3 4565621227164694016
17.739207|16.92866|119.6342|#FFAE75|0.12|gaia-4549430025093715200|Gaia DR3 4549430025093715200
17.84859|7.793897|120.0582|#FFBD87|0.174|gaia-4487884689932419840|Gaia DR3 4487884689932419840
16.693668|11.655301|120.4496|#FFCD9C|0.411|gaia-4447282646097778048|Ross 642
17.718716|21.016487|120.4822|#FFA76C|0.12|gaia-4555962326761899776|2MASS J17430727+2100584
16.295941|1.61186|120.6779|#FFBB85|0.164|gaia-4408956110295105536|LP 624-70
17.267599|6.309015|120.9062|#FFBE88|0.12|gaia-4393696400725053056|Gaia DR3 4393696400725053056
17.94844|6.173144|121.2323|#FFE7C8|0.579|gaia-4474719550017901696|HD 163642
17.794863|4.93869|121.5911|#FFEACE|0.552|gaia-4473406492614274816|HD 161848
17.382254|12.261371|121.6563|#D8D4C8|0.17|gaia-4540456223501984896|PM J17229+1215B
17.499321|0.494187|121.7216|#FFBE88|0.22|gaia-4374068915579218560|LP 627-33
17.91612|32.616662|121.8194|#FFBE89|0.194|gaia-4603939619710848512|LP 333-25
17.746836|15.658641|122.3086|#FFAB71|0.12|gaia-4501149988482148992|LSPM J1744+1539
16.511477|9.645424|122.537|#FFB983|0.12|gaia-4446555181711083904|2MASS J16304139+0938446
17.335207|10.374858|122.5696|#FFE6C8|0.12|gaia-4491748511228743808|2MASS J17200675+1022278
17.377724|14.01872|122.5696|#FFCC99|0.391|gaia-4543070621636888704|G 139-35
17.552793|8.671488|122.6022|#FFBC86|0.176|gaia-4490663361971449600|Gaia DR3 4490663361971449600
16.459916|18.731858|122.6674|#FFC38E|0.216|gaia-4467425389876441984|G 169-9
17.382229|12.261561|122.7653|#FFCB99|0.385|gaia-4540456223504433920|PM J17229+1215A
16.424736|26.970386|122.8305|#FFBF8A|0.173|gaia-1305036228187622912|G 169-6
17.007961|15.159958|122.8305|#FFF2E3|0.616|gaia-4545731405415730048|HD 153701
17.410737|27.091355|122.8305|#FFB77F|0.12|gaia-4574149314228289408|LSPM J1724+2705
16.42606|26.956754|122.8957|#FFC996|0.32|gaia-1305035575352515840|G 169-7
16.005825|6.713388|123.0262|#FFBA84|0.12|gaia-4450784075231892096|LP 564-17
16.410435|19.500879|123.124|#FFECD3|0.57|gaia-1201007271258546432|HD 148034
17.253367|4.436602|123.2871|#FFE3C0|0.521|gaia-4388730319020409600|BD+04 3366
17.416386|21.144243|123.7111|#FFC48F|0.285|gaia-4555321517636285312|UCAC3 223-135633
17.439723|13.858858|123.7111|#FFC894|0.334|gaia-4542361024320540928|LSPM J1726+1351A
16.271885|22.746965|123.7763|#FFBF89|0.215|gaia-1301636297715866752|UCAC4 564-054624
16.520498|8.820652|123.809|#FFE7C9|0.554|gaia-4440448734652648064|BD+09 3217
17.416358|21.143371|123.809|#FFC48F|0.287|gaia-4555321517630715392|UCAC3 223-135630
17.439852|13.858826|123.8416|#FFC38E|0.278|gaia-4542361024320540416|LSPM J1726+1351B
17.230164|12.190015|124.0373|#FFB47C|0.12|gaia-4540960383944257536|2MASS J17134871+1211286
16.567207|27.414295|124.1677|#FFB67F|0.12|gaia-1304703041804104320|2MASS J16340188+2724530
15.996527|8.749533|124.3634|#FFC18C|0.216|gaia-4454322234930963456|2MASS J15594736+0844595
